id,Probability,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
30321,0.019047932,0.204434635,35,0,0.341182365,11975,16,0,3,0,0
30322,0.12834356,0.005142647,37,0,0.776444711,5000,9,1,2,0,0
30323,0.021489983,0.200078643,71,0,1.011993603,3751,21,0,2,0,0
30324,0.102181984,0.246537779,74,2,0.315446448,4602,15,0,0,0,0
30325,0.081596729,0.906505194,42,0,0.379628183,6400,7,0,2,0,0
30326,0.008142279,0.090881803,62,0,2748,NA,17,0,2,0,0
30327,0.080171915,0.810038768,29,0,0.248505551,2341,4,0,0,0,0
30328,0.012386123,0.130460278,47,0,0.414455689,14623,13,0,1,0,2
30329,0.014492231,0.02690323,47,0,0.471805853,1400,4,0,0,0,2
30330,0.025901372,0,25,0,0.578420467,898,3,0,0,0,0
30331,0.03043641,0.327111168,62,0,0.551778317,7000,22,0,1,0,0
30332,0.007942949,0.031055143,70,0,2642,NA,9,0,2,0,0
30333,0.022416376,0,26,0,688,NA,6,0,0,0,0
30334,0.067762097,0.835110108,54,0,4642,NA,15,0,1,0,0
30335,0.084658149,0.9999999,35,0,0.417310665,1940,5,0,1,0,0
30336,0.012052664,0.009999301,42,0,1020,NA,2,0,1,0,0
30337,0.007808547,0.039147423,61,0,0.210541351,7000,6,0,2,0,0
30338,0.034459723,0.35711944,71,0,2.768007271,4400,13,0,8,0,0
30339,0.009454539,0.142795354,58,0,0.326753113,15500,13,0,3,0,0
30340,0.008503563,0.002868346,69,0,9.23E-04,3250,6,0,0,0,0
30341,0.034427508,0.633975616,64,0,0.438869666,5201,6,0,2,0,0
30342,0.315907465,0.751781027,53,3,0.42239508,5527,6,0,1,2,0
30343,0.008766224,0,87,0,0.005497251,2000,2,0,0,0,0
30344,0.01028686,0.012047126,44,0,0.147385261,10000,15,0,1,0,3
30345,0.016121414,0.073934913,35,0,583,NA,5,0,0,0,0
30346,0.015562027,0.169460839,50,0,0.161451308,7413,12,0,1,0,3
30347,0.443797593,0.9635801,27,0,121,NA,1,0,0,1,0
30348,0.01046014,0.132933964,60,0,0.229852969,5372,8,0,1,0,2
30349,0.3664899,0.9999999,32,0,0,1700,3,1,0,0,0
30350,0.008580601,0.024525743,57,0,0.219180026,7048,11,0,2,0,0
30351,0.049027843,3.778185151,44,0,0.446216521,11536,11,0,2,0,2
30352,0.013810003,0,38,0,0.074477631,7800,7,0,0,0,1
30353,0.007877389,0.015463064,58,0,0.240791756,9800,8,0,1,0,0
30354,0.037932177,0.4426569,29,0,3735,NA,12,0,1,0,0
30355,0.007926995,0.056394323,67,0,123,0,11,0,0,0,0
30356,0.009370497,0.125901121,56,0,3048,NA,10,0,2,0,0
30357,0.051902956,0.486098094,50,0,0.580806398,3000,9,0,1,0,1
30358,0.03792013,0.730019851,68,0,0.452695466,2800,10,0,1,0,0
30359,0.008612541,0.093547185,61,0,0.025885809,5446,4,0,0,0,0
30360,0.008219208,0.015270496,80,0,18,NA,5,0,0,0,0
30361,0.009431924,0.015966414,61,0,0.007495315,1600,9,0,0,0,0
30362,0.067841094,0.625616606,56,0,0.645435244,13658,17,0,2,0,0
30363,0.015337435,0.011848145,51,0,0.577780915,7083,16,0,2,0,2
30364,0.081142668,0.988858204,42,0,0.213291285,13000,7,0,2,0,2
30365,0.014013228,0.055523689,43,0,0.288972196,3200,9,0,0,0,0
30366,0.22207682,1.010253781,32,0,0.867060561,2030,3,0,1,0,2
30367,0.072830725,0.799700772,42,0,0.195647912,5100,5,0,0,0,2
30368,0.028296647,0.376507085,58,0,0.497448112,5877,11,0,2,0,0
30369,0.069339423,0,41,1,0.262318101,7833,4,0,1,0,0
30370,0.066675681,0.440124417,25,0,925,NA,3,0,0,0,0
30371,0.006423594,0.016356559,68,0,0.048324933,10118,4,0,1,0,0
30372,0.008112723,0.057864095,77,0,46,NA,4,0,0,0,NA
30373,0.019009259,0.007110321,39,0,0.482565228,4100,7,0,2,0,1
30374,0.015287212,0.032989848,42,0,0.024507448,2080,6,0,0,0,2
30375,0.006743854,0.034568963,58,0,1806,NA,3,0,1,0,NA
30376,0.337335742,0.953046953,31,2,0.102033781,2900,3,0,0,0,0
30377,0.028874476,0.170875975,54,0,0.639609617,4200,9,0,1,0,1
30378,0.017966238,0,37,0,0.363007114,5200,6,0,1,0,3
30379,0.590208027,1.002908738,34,5,1085,NA,6,0,0,1,0
30380,0.019468082,0.034149655,56,0,1.188124904,6500,13,0,0,0,1
30381,0.019701871,0.11131304,26,0,0.102720711,1800,2,0,0,0,0
30382,0.010861709,0,51,0,2371,NA,3,0,1,0,0
30383,0.028785133,0.77700892,64,0,0.313363425,7310,7,0,2,0,1
30384,0.008184346,0.013570349,68,0,0.016596681,5000,11,0,0,0,1
30385,0.101344091,0.273505591,32,1,0.681460817,3942,10,0,2,0,0
30386,0.008580601,0.028713493,56,0,0.134108236,8000,11,0,2,0,0
30387,0.012506349,0.017117478,48,0,0.086594505,1200,10,0,0,0,0
30388,0.458810525,0.986820428,43,2,0.655292328,4600,12,0,1,0,3
30389,0.013332642,0.216464547,62,0,0.356364364,10000,9,0,1,0,0
30390,0.010173634,0.059456481,47,0,0.260301553,22350,10,0,2,0,1
30391,0.075879761,0.037498125,66,0,2124,NA,7,0,2,1,0
30392,0.011488154,0.009449843,52,0,0.25333962,6362,5,0,1,0,2
30393,0.018883934,0.273695285,67,0,0.477576975,5975,11,0,4,0,0
30394,0.018884268,0.153111133,57,0,0.456245969,4650,19,0,1,0,0
30395,0.07401233,0.985423518,51,0,3418,NA,9,0,1,0,3
30396,0.011941414,0.124480718,38,0,0.14605693,15000,5,0,1,0,0
30397,0.00793703,0.092678879,64,0,0.188578624,13500,8,0,3,0,2
30398,0.153481596,0.507812056,30,1,0.072785443,5000,8,0,0,0,0
30399,0.011089196,0.120050132,60,0,0.507904337,7400,6,0,2,0,0
30400,0.026605644,0.33539379,44,0,0.061392738,5700,5,0,0,0,0
30401,0.019762776,0.19532221,76,0,3.61878453,2533,6,0,0,0,0
30402,0.138971675,0.525482484,40,0,0.987779136,9000,4,0,3,0,2
30403,0.013117448,0.192921822,56,0,0.210878759,8511,5,0,1,0,0
30404,0.322981708,0.9999999,38,1,1230,NA,2,0,1,1,0
30405,0.008184346,0.02038773,82,0,0.009665056,6000,8,0,0,0,0
30406,0.008407519,0.098556973,69,0,425,NA,4,0,1,0,0
30407,0.058851377,0.634718264,39,0,0.469338621,7060,8,0,1,0,3
30408,0.226630328,0.505796083,49,3,0.197617997,6800,10,4,0,0,2
30409,0.008873687,0.02058543,58,0,682,NA,6,0,1,0,1
30410,0.128359289,0.624061527,61,1,0.135957471,8840,4,0,0,0,0
30411,0.031740959,0.407424351,52,0,0.16459276,3535,3,0,0,0,0
30412,0.008148602,0.028142879,61,0,0.348523599,4300,4,0,1,0,0
30413,0.025346252,0.213419289,46,0,0.584961719,8750,19,0,2,0,1
30414,0.037500627,0.807038592,65,0,0.124349636,1921,1,0,0,0,0
30415,0.021056643,0,51,0,0.587712983,4166,12,0,2,0,0
30416,0.00736907,6.00E-04,70,0,1.72E-04,5803,4,0,0,0,0
30417,0.018927785,0.133502741,48,0,0.586268964,11666,10,0,7,0,0
30418,0.080992582,0.9999999,23,0,0.091973722,3500,2,0,0,0,0
30419,0.021697868,0.299428861,44,0,2386,NA,11,0,2,0,3
30420,0.052043856,0.123862538,63,1,1291,NA,4,0,1,0,0
30421,0.035300208,0.349585303,26,0,0.179947074,3400,5,0,0,0,0
30422,0.007958142,0.103902045,66,0,0.015614184,13000,6,0,0,0,0
30423,0.044449103,0.550944906,43,0,0.370037004,9998,3,0,1,0,2
30424,0.344050591,0.960073187,63,1,1.414275956,5855,18,0,2,0,0
30425,0.081772683,0.046332475,38,0,0.324424566,9166,10,1,2,0,3
30426,0.008039582,0.021147946,67,0,0.005426357,3869,5,0,0,0,0
30427,0.011106214,0,61,0,0.068586698,3367,14,0,1,0,0
30428,0.02307662,0.216603302,26,0,0.107220061,4625,6,0,0,0,0
30429,0.208098675,0.53442774,49,3,0.294239967,9617,20,2,1,0,0
30430,0.06281268,0.418635897,65,0,1110,NA,20,0,0,0,0
30431,0.022199039,0.154615128,40,0,0.077141383,3875,1,0,0,0,0
30432,0.298794432,0.9999999,37,1,0.082333395,5416,1,0,0,0,0
30433,0.369328309,0.310439069,60,4,2950,NA,12,0,2,0,0
30434,0.046106496,0.9999999,58,0,0.264071541,1900,2,0,0,0,0
30435,0.02567913,0.328772622,55,0,0.420068227,8500,15,0,1,0,3
30436,0.070979747,0.9999999,72,0,116,NA,0,0,0,0,0
30437,0.009212354,0.018913113,56,0,1930,NA,18,0,2,0,1
30438,0.008813244,0,67,0,0.036237136,6898,6,0,1,0,0
30439,0.018313931,0.203470219,41,0,0.021100538,7250,6,0,0,0,0
30440,0.020203933,0.001699943,91,0,1,NA,3,0,0,0,NA
30441,0.028713371,0.698230177,62,0,0.365830763,7456,16,0,3,0,0
30442,0.08444625,0.433571345,43,1,0.133457769,15000,9,0,1,0,0
30443,0.069527848,0.791565184,39,0,0.138284704,5654,9,0,0,0,0
30444,0.051441526,0.855897318,72,0,0.926143181,7500,14,0,2,0,0
30445,0.019615119,0.112228692,27,0,0.095984003,6000,3,0,0,0,1
30446,0.26254252,0.871863663,50,1,0.637295338,8000,6,1,2,1,0
30447,0.010876409,0.005132991,82,0,1,NA,4,0,0,0,0
30448,0.008873687,0.012624003,59,0,959,NA,10,0,1,0,0
30449,0.305222589,0.61298377,28,0,364,NA,4,1,0,1,0
30450,0.010180856,0.063784966,49,0,0.1487,9999,9,0,1,0,0
30451,0.009940374,0.034236708,56,0,1701,NA,8,0,1,0,0
30452,0.029679774,0.522560376,64,0,0.405765706,6000,9,0,2,0,0
30453,0.013033434,0.261341394,75,0,0.310784461,6666,14,0,2,0,1
30454,0.014329892,0.018622672,41,0,0.386613387,1000,4,0,0,0,0
30455,0.009989603,0.011048758,75,0,316,NA,12,0,0,0,0
30456,0.007622083,0.002324459,63,0,0.15692554,2497,5,0,0,0,0
30457,0.007197646,0.05146217,68,0,0.29136748,18800,12,0,3,0,2
30458,0.094757085,0.9999999,43,0,167,NA,1,0,0,0,0
30459,0.030865984,0.076494536,31,0,0.798647469,4583,9,0,3,0,2
30460,0.011704226,0.066773535,50,0,0.29151695,6400,11,0,1,0,3
30461,0.097838048,0.9999999,29,0,0,1407,0,0,0,0,0
30462,0.07007638,0.9999999,49,0,1038,NA,2,0,1,0,0
30463,0.012348669,0.079568331,53,0,0.213824595,6350,12,0,1,0,3
30464,0.007452041,0.056608122,59,0,0.013312451,7661,4,0,0,0,0
30465,0.01766822,0.063367087,35,0,0.419326015,7833,10,0,2,0,1
30466,0.012064467,0,69,0,0.479747052,5850,4,0,2,0,1
30467,0.018487636,0,34,0,324.5,1,5,0,0,0,2
30468,0.060804406,0.571225114,69,0,3151,NA,7,0,2,0,0
30469,0.016017408,0.165513452,77,0,0.477237397,4502,21,0,1,0,0
30470,0.02724129,0.499143282,68,0,0.498077245,5980,11,0,2,0,0
30471,0.043037109,0.9999999,68,0,0,NA,0,0,0,0,0
30472,0.020755904,0.9999999,72,0,0.0987525,10500,2,0,1,0,0
30473,0.170363568,0.675237367,70,1,1.338436078,4833,13,0,2,0,0
30474,0.020097136,0.175728384,45,0,0.128327645,4394,7,0,0,0,3
30475,0.096501467,0.7035505,33,0,0.611353008,6200,8,0,2,0,0
30476,0.009028898,0.005531077,56,0,2724,NA,7,0,1,0,0
30477,0.071970086,0.816259986,44,0,958,NA,5,0,0,0,0
30478,0.029692886,0.552017856,59,0,0.217539159,9703,10,0,1,0,1
30479,0.082342152,0.877664133,40,0,0.35850161,6833,7,0,2,0,2
30480,0.026999405,0.334825715,38,0,0.265051317,9450,10,0,1,0,0
30481,0.0237906,0.236813421,32,0,0.086226852,1727,3,0,0,0,0
30482,0.088130883,0.597405261,29,0,0.522496121,5800,8,0,1,0,2
30483,0.017669415,0.016191453,39,0,0.45068323,4024,10,0,1,0,0
30484,0.014785386,9.36E-05,34,0,0.216966487,10950,14,0,1,0,0
30485,0.032420279,0.356113953,36,0,0.359928014,5000,10,0,1,0,0
30486,0.082492728,0.013704953,58,2,0.244621582,11666,9,0,1,0,0
30487,0.013230057,0.017313375,54,0,0.059470265,2000,10,0,0,0,2
30488,0.01567174,0.005257043,54,0,0.45703404,4200,15,0,2,0,0
30489,0.008408826,0.032684429,69,0,0.024986119,1800,6,0,0,0,0
30490,0.024688474,0.283448982,57,0,0.635229182,8333,13,0,1,0,1
30491,0.010300399,0.045813118,53,0,0.162325941,7755,5,0,1,0,0
30492,0.023106642,0.353886611,74,0,0.30919288,4100,12,0,1,0,0
30493,0.008010785,0.048224463,61,0,0.275017999,8333,14,0,1,0,1
30494,0.02742771,0.135376891,51,0,1.328268693,2500,6,0,1,0,2
30495,0.008080813,0.015557122,75,0,2207,NA,5,0,1,0,0
30496,0.16896742,0.247875972,45,2,0.519872011,5937,7,0,1,0,2
30497,0.014454775,0.157638768,67,0,0.414202264,5477,11,0,2,0,1
30498,0.244464495,0.9999999,69,2,0.381292396,2800,2,1,0,1,0
30499,0.007219714,0.006705751,69,0,0.166483063,7261,5,0,2,0,0
30500,0.015429,0.054526135,49,0,0.543936954,11800,12,0,4,0,2
30501,0.007811659,0.003066872,63,0,0.256171697,18916,13,0,2,0,0
30502,0.029090953,0.156234591,51,0,0.621344664,4000,12,0,1,0,3
30503,0.340349029,0.554386348,48,5,7731,NA,19,0,2,0,0
30504,0.331963569,0.939197406,41,0,0.330119442,6948,7,4,0,3,4
30505,0.012157317,0,53,0,0.188540573,20000,16,0,2,0,4
30506,0.38961598,0.9999999,48,0,1684,NA,1,0,1,1,0
30507,0.039246052,0.472483887,35,0,0.43877144,7520,10,0,1,0,2
30508,0.009683089,0.128973745,62,0,0.23877671,5100,8,0,1,0,1
30509,0.044972925,0.465537928,27,0,0.190615836,3750,6,0,0,0,0
30510,0.20942953,0.006419954,47,2,4,NA,3,6,0,0,NA
30511,0.086655299,0.953092031,40,0,0.289971884,5334,3,0,1,0,3
30512,0.012714772,0.003736645,42,0,0.323334872,6500,5,0,1,0,0
30513,0.229370127,0.84751773,29,1,0.170184403,4500,8,0,0,0,2
30514,0.078426102,0.669014527,39,0,0.62037962,1000,6,0,0,0,0
30515,0.022150206,0.22570422,33,0,3331,NA,9,0,2,0,2
30516,0.012240548,0.035446979,42,0,0.002913953,5833,3,0,0,0,0
30517,0.02703772,0.346707754,46,0,0.383815491,7500,6,0,1,0,2
30518,0.01237702,0.067947905,45,0,0.181032153,3700,3,0,0,0,2
30519,0.020802001,0.019147918,41,0,0.609286244,4048,8,0,2,0,0
30520,0.390901705,0.733510993,26,3,925,NA,10,1,0,1,0
30521,0.010018961,0,61,0,1647,NA,6,0,1,0,NA
30522,0.050355775,0.639261682,48,0,2713,NA,9,0,2,0,1
30523,0.00829859,0,58,0,0.059394061,10000,5,0,0,0,0
30524,0.071670582,0.621211174,28,0,0.365163148,2083,7,0,0,0,0
30525,0.082909534,0,43,1,0.402134472,4684,10,0,1,0,0
30526,0.012162067,0.119972001,44,0,0.420057994,10000,7,0,1,0,1
30527,0.017393124,0.117590097,53,0,0.522412931,6000,16,0,1,0,1
30528,0.011673416,0.170590329,66,0,0.248252268,6722,6,0,1,0,0
30529,0.265667,1.014969718,41,0,0.739704118,2500,10,0,1,0,0
30530,0.012795195,0.02807998,48,0,0.094932191,1400,7,0,0,0,0
30531,0.01387928,0,48,0,1753,NA,5,0,1,0,0
30532,0.010028866,0,73,0,1097,NA,11,0,2,0,0
30533,0.029195737,0.998583569,66,0,0.022805716,31000,3,0,0,0,0
30534,0.018621554,0.066705554,30,0,0.052480525,2438,9,0,0,0,0
30535,0.094731797,0.288706452,50,1,0.416054697,3948,6,1,1,1,1
30536,0.0188028,0.216139566,54,0,571,NA,11,0,0,0,0
30537,0.577230778,1.184455083,46,1,0.722425858,3000,7,4,1,1,2
30538,0.021391569,0.320580719,62,0,0.434994861,3891,11,0,2,0,0
30539,0.069831575,0.863174552,49,0,0.310721427,6500,12,0,0,0,0
30540,0.02880244,0.456865044,60,0,0.052091555,3800,4,0,0,0,0
30541,0.022792484,0.057709317,33,0,0.475159761,4850,8,0,2,0,0
30542,0.008184346,0.019648836,78,0,0.007088332,5501,8,0,0,0,0
30543,0.029297749,0.9999999,71,0,0.162810626,3500,6,0,0,0,0
30544,0.022017109,0,28,0,0,2500,2,0,0,0,0
30545,0.033776466,0.156758172,38,0,0.643388529,4166,9,0,2,0,2
30546,0.013468494,0.062496875,37,0,0.008359457,4784,4,0,0,0,0
30547,0.02005977,0.038535191,34,0,0.381248611,4500,7,0,2,0,0
30548,0.052273368,0.012217697,53,1,0.13499325,6666,6,0,0,0,1
30549,0.011236237,0.007395005,89,0,4,NA,1,0,0,0,NA
30550,0.009537165,0.01262102,60,0,18,NA,4,0,0,0,0
30551,0.018857364,0.201627065,52,0,1513,NA,15,0,1,0,1
30552,0.010404662,0.008359265,72,0,0.472401698,5416,35,0,1,0,2
30553,0.148301722,0.315307968,47,2,0.446546053,6079,7,0,1,0,1
30554,0.006859088,4.56E-04,63,0,0,NA,4,0,0,0,0
30555,0.426464412,0.9999999,31,0,0.548580568,2500,2,1,1,0,1
30556,0.207618188,0.698762036,39,2,0.036499254,10054,3,0,0,0,3
30557,0.008298775,0.027499491,72,0,43,NA,7,0,0,0,NA
30558,0.01668499,0.169138769,51,0,2347,NA,8,0,1,0,0
30559,0.40046315,1.011952191,24,1,0.068931069,1000,4,0,0,0,2
30560,0.050352938,0.385650275,71,0,2828,NA,15,0,1,0,0
30561,0.224759071,0.50997151,41,1,0.11672082,4000,3,2,0,0,3
30562,0.011191956,0.128452491,62,0,0.72959467,1800,4,0,1,0,0
30563,0.013721323,0.030603939,50,0,108,NA,8,0,0,0,0
30564,0.028411142,0.254882292,31,0,0.461816797,5250,9,0,1,0,0
30565,0.102723075,0.290157743,29,1,0.009665428,4034,3,0,0,2,0
30566,0.013972312,0.18691522,73,0,427,NA,4,0,0,0,0
30567,0.270647708,0.765815612,49,1,0.109975006,4400,5,1,0,0,3
30568,0.010003236,0.065493024,48,0,0.298541642,8296,15,0,2,0,1
30569,0.008406203,0.028647093,76,0,0.008830022,4076,6,0,0,0,0
30570,0.274695126,0.990467031,65,1,0.641543563,3316,15,0,1,0,0
30571,0.012266707,0,49,0,0.279715619,4500,2,0,1,0,0
30572,0.007603756,0.046827665,67,0,0.126782776,14583,18,0,1,0,1
30573,0.013721323,0.020117253,50,0,30,NA,7,0,0,0,0
30574,0.011039588,0,86,0,26,NA,6,0,0,0,0
30575,0.081022845,0.627906302,43,0,0.724933452,3380,11,0,0,0,1
30576,0.053268218,0.606177426,47,0,3600,NA,7,0,2,0,0
30577,0.055181053,0.709129087,48,0,0.06632228,6000,3,0,0,0,2
30578,0.010764281,0.222844429,75,0,0.030552161,9000,4,0,0,0,0
30579,0.008298775,0.027997544,87,0,47,NA,8,0,0,0,0
30580,0.015106159,0.160085499,52,0,0.23384588,11250,7,0,1,0,0
30581,0.048319263,1.631368631,72,0,1844,NA,7,0,1,0,0
30582,0.312885314,0.9999999,49,1,0.109541404,4600,1,1,0,0,0
30583,0.01255762,0.009371143,69,0,2.242328875,5083,34,0,16,0,0
30584,0.013791943,0.19164757,59,0,0.293649324,5400,7,0,1,0,1
30585,0.01028686,0.019515379,44,0,0.113460831,10875,8,0,0,0,3
30586,0.36376661,0.9999999,56,0,0.011929107,2933,0,1,0,0,0
30587,0.008184346,0.039673621,71,0,0.176729308,5001,15,0,0,0,0
30588,0.01211785,0.03502676,50,0,0.124784854,4647,16,0,0,0,0
30589,0.129290615,0,57,0,0.228154117,3970,6,1,1,0,0
30590,0.033864876,0.613929515,58,0,0.271360638,6518,8,0,1,0,0
30591,0.094126294,0.9500998,24,0,0.148057059,2032,3,0,0,0,0
30592,0.052466839,0.459832203,41,0,0.565231679,3042,8,0,1,0,1
30593,0.011309374,0.134028655,58,0,0.336141907,4509,18,0,0,0,0
30594,0.030350055,0.358565737,39,0,0.064239829,5136,3,0,0,0,1
30595,0.025240301,0.295461898,53,0,0.361445783,3900,8,0,1,0,0
30596,0.08971739,0.567451161,40,0,0.898275431,4000,6,0,2,0,0
30597,0.152423715,0.102811563,42,3,0.175920571,10373,8,0,3,0,4
30598,0.085327376,0.486628529,36,0,6765,0,9,0,2,0,2
30599,0.011030216,0.119244038,42,0,0.09296592,45833,5,0,2,0,0
30600,0.074905572,0.638659637,26,0,1876,NA,14,0,0,0,0
30601,0.318718519,0.9999999,39,1,0.24326576,3600,1,1,0,0,0
30602,0.006099447,0.005924852,78,0,0.240075992,10000,4,0,1,0,0
30603,0.365960997,0.9999999,47,0,0.167651068,2200,1,1,0,0,0
30604,0.014378563,0.01159942,40,0,3330,0,6,0,1,0,2
30605,0.128073184,0.99719653,52,0,0.937113777,2750,10,0,2,0,2
30606,0.162884932,0.586464615,65,1,0.670173593,1900,4,0,1,0,0
30607,0.040262601,0.428631775,53,0,0.562237003,7366,10,0,2,0,0
30608,0.066166932,0.953219612,47,0,0.143453312,5750,4,0,0,0,0
30609,0.013925276,0.309864585,66,0,0.189860016,8500,9,0,1,0,0
30610,0.081167317,0.123268105,53,1,0.366530914,2700,7,2,1,2,2
30611,0.090634397,0,41,1,0.461446145,3332,10,0,1,0,1
30612,0.095536767,0.478811542,62,1,0.465635739,6983,11,0,2,0,1
30613,0.010552604,0.04885627,52,0,0.275429506,11000,7,0,3,0,3
30614,0.020603653,0.129124411,25,0,0.034003091,3234,3,0,0,0,0
30615,0.011065252,0.006330586,54,0,2958,NA,7,0,2,0,0
30616,0.00907413,0.010751321,70,0,1668,NA,13,0,3,0,0
30617,0.010243074,0,53,0,0.144326909,6900,4,0,1,0,0
30618,0.09459856,0.829560586,39,0,0.125979003,6000,5,0,0,0,4
30619,0.00956069,0,64,0,42,NA,5,0,0,0,0
30620,0.008251104,0.008226557,60,0,6.30E-04,33333,9,0,0,0,2
30621,0.019472773,0.017592963,25,0,0.681045752,764,3,0,0,0,0
30622,0.03807338,0.302592909,30,0,0.532056619,1200,7,0,0,0,0
30623,0.019549676,0.164238696,50,0,0.29130797,3600,10,0,1,0,0
30624,0.01799696,4.38E-04,33,0,462,NA,11,0,0,0,1
30625,0.511634994,0.975195342,57,0,1.363782051,4367,8,1,2,0,1
30626,0.121099255,0.50763602,53,1,0.388496357,9057,16,0,1,0,2
30627,0.054421249,0.541281957,36,0,0.274286508,14400,12,0,1,0,2
30628,0.33811579,0.9999999,25,1,0.158736505,2500,1,0,0,0,0
30629,0.007189636,0.072904151,59,0,0.16360664,7951,3,0,1,0,1
30630,0.008406203,0.005313189,78,0,0.003672316,3539,10,0,0,0,0
30631,0.007556714,0.005726006,83,0,6.78E-04,1475,2,0,0,0,0
30632,0.053984917,0.608244513,50,0,4242,NA,12,0,2,0,0
30633,0.02566509,0,35,0,0.621911156,7000,5,0,2,0,0
30634,0.01018448,0.006105102,58,0,6,NA,7,0,0,0,0
30635,0.021185766,0.135586441,31,0,0.206024626,4547,7,0,0,0,1
30636,0.00885581,0.010137844,65,0,0.008327707,4442,9,0,0,0,0
30637,0.01381266,0.019485634,40,0,16,NA,4,0,0,0,NA
30638,0.017576221,0.162639336,42,0,0.315331759,9313,7,0,2,0,3
30639,0.010354308,0.05181299,51,0,0.136613222,13658,5,0,1,0,2
30640,0.014545798,0.087835736,56,0,0.565316652,21900,16,0,5,0,2
30641,0.106567066,0.395164901,36,1,0.087984003,5500,6,0,0,1,0
30642,0.065099785,0.875161508,54,0,0.204578097,11139,15,0,0,0,1
30643,0.007749219,0.06439389,74,0,2542,NA,12,0,1,0,0
30644,0.0075765,0.084403124,62,0,1645,NA,3,0,1,0,1
30645,0.020164077,0.167974158,36,0,0.284399302,6300,6,0,1,0,2
30646,0.020075472,0.117784032,34,0,0.426266137,12083,10,0,3,0,0
30647,0.094890683,0.705017396,45,0,0.800394144,3551,10,0,1,0,0
30648,0.006700501,0.061608,80,0,0.113461538,519,4,0,0,0,0
30649,0.007193454,0.03139843,76,0,0.275324366,8400,6,0,2,0,0
30650,0.044864063,0.355223486,53,0,0.593432142,3440,15,0,1,0,0
30651,0.014508873,0.006482312,54,0,4,NA,7,0,0,0,0
30652,0.011065252,0.008809104,48,0,2130,NA,9,0,1,0,0
30653,0.050197866,0.803882027,55,0,0.328879193,7333,4,0,1,0,2
30654,0.011386577,0,50,0,0.31511907,10833,15,0,1,0,0
30655,0.010399416,0.004897105,60,0,1252,NA,11,0,1,0,0
30656,0.013280657,0.12856526,65,0,0.920308483,3500,6,0,1,0,0
30657,0.015866263,0.033875444,41,0,66,NA,7,0,0,0,0
30658,0.008406203,0.015876995,70,0,0.219716345,4300,9,0,1,0,0
30659,0.011526976,0,57,0,1268,NA,12,0,1,0,0
30660,0.018143734,0.062761676,45,0,0.589411541,5250,4,0,2,0,0
30661,0.011275949,0.14462979,56,0,0.178697876,10167,7,0,1,0,2
30662,0.012603886,0.068634284,39,0,0.248596262,13000,7,0,2,0,5
30663,0.198626123,0.880449083,81,1,0.271909364,3000,2,1,0,1,0
30664,0.345801684,0.485002631,53,6,0.262155869,7300,9,2,1,4,1
30665,0.024207724,0.413434767,69,0,0.07340302,4304,6,0,0,0,0
30666,0.035260688,0.393811455,30,0,0.36372679,6031,15,0,2,0,1
30667,0.009605392,0.029942002,59,0,0.332919512,4832,9,0,1,0,0
30668,0.065292186,0.542516599,30,0,0.348616274,2420,6,0,0,0,0
30669,0.087520867,0.9999999,35,0,1678,NA,2,0,1,0,0
30670,0.034859132,0.455031244,80,0,2.65913371,1592,13,0,1,0,1
30671,0.026166433,0.289378268,36,0,0.35994001,6000,19,0,0,0,3
30672,0.144605593,0.017604988,42,2,0.510064465,7600,12,0,1,0,2
30673,0.010625756,0.00169643,55,0,0.316818485,4500,14,0,2,0,0
30674,0.008149623,0.114478775,62,0,0.265521316,11000,14,0,3,0,1
30675,0.008040004,0.051715462,61,0,0.121411227,7000,5,0,1,0,0
30676,0.113554939,0.917233107,23,0,0.2751499,1500,8,0,0,0,0
30677,0.029830063,0.9999999,66,0,0.306939916,2146,2,0,0,0,0
30678,0.020749701,0.271209907,40,0,0.121826565,18000,10,0,1,0,3
30679,0.008605762,0.009453972,57,0,0.188217808,7400,6,0,2,0,1
30680,0.047246218,0.904087673,62,0,0.395005097,3923,8,0,2,0,0
30681,0.008435698,0.015169239,63,0,0.419967714,8052,13,0,3,0,0
30682,0.013457401,0.143031082,42,0,0.325229961,10653,17,0,1,0,1
30683,0.014730984,0.235601423,75,0,0.220448315,6200,5,0,1,0,1
30684,0.054861861,0.078284547,57,1,0.458472204,7500,13,0,3,0,0
30685,0.08375374,0.9999999,27,0,0.328977709,1300,8,0,0,0,0
30686,0.010681508,0.024746119,56,0,0.458837907,9000,12,0,3,0,0
30687,0.019887822,0.019969301,27,0,0.135954682,3000,12,0,0,0,0
30688,0.010056902,0.040443973,52,0,0.206487835,11220,16,0,2,0,2
30689,0.024909627,0.296063627,34,0,0.066972077,4583,10,0,0,0,0
30690,0.020432034,0.061682305,39,0,0.588884623,10417,8,0,3,0,3
30691,0.103271796,0.9999999,25,0,314,NA,3,0,0,0,0
30692,0.158350883,0.492305066,39,0,0.371546356,11400,15,0,1,1,0
30693,0.010997181,0.064999015,57,0,0.441909002,7186,9,0,2,0,0
30694,0.604766819,1.30199765,57,1,0.275044991,3333,11,0,0,0,1
30695,0.009031724,0.005349435,65,0,0.002639789,4166,13,0,0,0,0
